,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,label,condition,side,condition-side,uniq-condition
p06.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022987737519406297,0.062129610331130986,0.15010687527036215,0.25019104687948096,0.43614159975768946,0.5709314247305787,0.7182256912015937,0.8315501172181674,1.0125514120677717,1.2006271905061232,1.335339602291499,1.4751302082425648,1.6265423793651739,1.8066596983881171,1.9828849500488854,2.1639211873283433,2.297849211501653,2.4618016071953592,2.6022229933650607,2.738244813874226,2.9184612280653845,3.0789418624546965,3.2404589882798196,3.373935151516321,2,HL,L,HL-L,hetero-high
p09.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02785608073957389,0.04650667566787345,0.062024908667540526,0.11323246500266285,0.16648912747140807,0.20379031732800718,0.21535692528731934,0.25475137246378465,0.29515179721588414,0.342842143562238,0.348014887895461,0.4083389346381688,0.4571385070787425,0.49443969693534123,0.517572912853966,1,LH,L,LH-L,hetero-low
p10.rsml,0.0,0.0,0.0,0.0,0.0022467792781479417,0.004493558556295479,0.01084841000992621,0.017203261463556944,0.023558112917187676,0.03309039009763392,0.0570090741301491,0.08410518388947998,0.13680549830539135,0.19586066417493309,0.25319188254068087,0.2988622306047167,0.37535140074525475,0.4475372616290687,0.5212697673727859,0.5962368765078141,0.6726998966532928,0.7725447207663486,0.854811730622972,0.9312170838139703,1.0254314427240756,1.0921638824036568,1.158387563744166,1.2162514291272921,1.2784373220167005,1.3443170982813428,1.3989690051252333,1.4439045906881876,3,HH,L,HH-L,homo-high
p11.rsml,0.0,0.0,0.0,0.0,0.0,0.023307642687228063,0.02971074457489243,0.03876609810568395,0.03876609810568395,0.03876609810568395,0.0896575773118336,0.12426714236479401,0.15501980411678395,0.21274138321836358,0.2620724454356953,0.310344429219192,0.37147613385030476,0.48047914170469624,0.5830990621066452,0.6328614207966277,0.6990705132276203,0.8115378139858942,0.9078085687314653,0.9988039852206514,1.1135057492952174,1.2216083238445568,1.391263549887551,1.470421640580329,1.5823203801791361,1.7023596357201467,1.7995518741569925,1.904235555428596,0,LL,L,LL-L,homo-low
p12.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011386175411281112,0.022772059102669048,0.034158234513949864,0.12103578249893801,0.24243487074287817,0.43408319323693456,0.704635743821993,0.9831043032221265,1.2094395424935416,1.5779713568018343,1.9010327156823614,2.2558292188003612,2.5395085804168986,2.9015834763900257,3.3260193352674654,3.6636316851586646,4.024961805697712,4.402821993509107,4.81758493995282,5.2113560985218985,5.506543432216309,5.908103919339685,6.283091159634692,6.580296673046594,6.884995014991415,2,HL,L,HL-L,hetero-high
p13.rsml,0.0,0.0,0.0,0.017405131685331466,0.020637183499655088,0.056323957902030486,0.09330259979965999,0.13379621247484533,0.1656601379937025,0.2066617770801465,0.2308997650006188,0.26162521757976126,0.3346997862062372,0.3802679935862341,0.4311383383841779,0.5356279152371624,0.6277075943214675,0.7521766820288085,0.8694089924114959,0.951929891482402,1.0529594952164494,1.1892855114108127,1.3266692430168707,1.4582702984954203,1.5883053970707686,1.7401677380039784,1.8914664066820264,1.9997735579404103,2.0827696263845334,2.216197430405241,2.3183654353621495,2.4077176448802606,3,HH,L,HH-L,homo-high
p15.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04185693070720879,0.052256368750633025,0.06265580679405726,0.09206985943819582,0.11837858792061542,0.12495577004122084,0.13153295216182567,0.1408344923189833,0.17338988286903448,0.19843504622227118,0.2216888966151652,1,LH,L,LH-L,hetero-low
p16.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07336751672592232,0.14729086850837803,0.2561153986216859,0.3402912325691284,0.40168009832196927,0.4617509128975714,0.48896297735873,0.5433871062810474,0.5985165139306496,0.6483631417774257,0.6627051590328563,0.7127996716989343,0.7291520873199243,0.7699701840116622,0.7930959919604278,0.8261137952256643,0.8972190595969145,0.9569292456992399,1.0672800584495146,1.2115018562526743,1.328244151069195,1.4106443986432646,3,HH,L,HH-L,homo-high
p17.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061396487791691795,0.07836742660397392,0.09771727397859856,0.1170671213532236,0.12906738727048994,0.16192814843083733,0.19539514261936938,0.2637005522669639,0.3498704731972505,0.4288047274915807,0.5253860976522192,0.5888790550314833,0.6280588559965167,0.714688565784653,0.7841563577249838,0.8801584850631158,0.9437631264871705,1.0369787279003968,1.143462390141717,1.2070670315657719,1.2711681414382863,0,LL,L,LL-L,homo-low
p18.rsml,0.0,0.0,0.0,0.015104070838827281,0.03020814167765463,0.09556831132933104,0.1745981785021547,0.2758543247770326,0.37038331665628454,0.5145772177803237,0.694812594491835,0.8866155932393333,1.1139159860091328,1.4277641307384963,1.7779442870580953,2.056637576939108,2.3920807396076755,2.8409729867168045,3.204571662007334,3.542484335314136,3.8985158602422403,4.256445933494272,4.613251902776955,4.912119923191253,5.270411317892376,5.581275120240776,5.867152602789605,6.111532662358052,6.3855139770081575,6.5841401769954,6.939571655494994,7.187753614988767,2,HL,L,HL-L,hetero-high
